id,floor,roomname,loc1,loc2,loceam,log_user,hostname,serial_number,processor,windows_version,windows_display_version,windows_install_date,manufacturer,model,total_ram,num_ram_slots,ram_per_slot,ram_speed,ram_type,ip_address,mac_address,office_name,office_version,citrix_name,citrix_version,status,taskfor,total_hdd_capacity,drive_types,timestamp
406,11F,Pod,POD_40,C,,a.acosta,MLASHP00641,7ZJ2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.162,A4BB.6D84.53B1,Not found,Not found,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (TOSHIBA MQ01ACF050),9/27/2025 14:48
407,11F,Pod,POD_40,B,,a.acosta,MLASHP00279,6TS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.46,C025.A5C8.05D7,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/27/2025 14:55
408,11F,Pod,POD_40,A,,a.acosta,MLASHP00473,GSS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/11/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.103,C025.A5C8.069D,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/27/2025 14:59
409,11F,Pod,POD_40,F,,a.acosta,MLASHP00644,3RH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/27/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.249,A4BB.6D96.3DBD,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/27/2025 15:11
410,11F,Pod,POD_40,G,,a.acosta,MLASHP00291,8NR91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/27/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.244,A4BB.6D97.32A8,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/27/2025 15:17
411,11F,Pod,POD_40,D,,a.acosta,MLASHP00642,8RS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.179,C025.A5C8.0596,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 1,238.47 GB,SSD (Micron 2450 NVMe 256GB),9/27/2025 15:28
412,11F,Pod,POD_40,E,,a.acosta,MLASHP00645,FZH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/27/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.217,A4BB.6D97.A07A,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/27/2025 20:36
413,P2,Pod,POD_22,E,,Administrator,MLASHP00648,D6J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/29/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.47,A4BB.6D97.95F1,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (NVMe CL4-3D256-Q11 NV),9/29/2025 19:37
414,P2,Pod,POD_22,D,,wsd,MLSHP00536,7MLY3N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/29/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.75,A4BB.6D97.9DC8,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),9/29/2025 20:42
415,11F,Pod,POD_43,F,,Administrator,MLASHP00656,8CC0460635,Intel(R) Core(TM) i5-9600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,HP,HP EliteDesk 800 G5 Desktop Mini,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.206,F80D.AC2B.D284,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/2/2025 17:36
416,11F,Pod,POD_43,D,,epmax_admin,MLASHP00654,D84JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.88,C025.A591.4834,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/2/2025 17:38
417,11F,Pod,POD_43,E,,epmax_admin,MLASHP00655,8JGTVM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.196,A4BB.6D97.37BB,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),10/2/2025 17:41
418,11F,Pod,POD_43,B,,epmax_admin,MLASHP00563,H2J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.125,A4BB.6D97.7E0B,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/2/2025 17:43
419,11F,Pod,POD_43,A,,Administrator,MLASHP00658,G5J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.233,A4BB.6D97.7E8C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/2/2025 18:45
420,11F,Pod,POD_15,G,,Administrator,MLASHP00659,C8N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.93.42,C025.A5C7.907F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/2/2025 18:45
421,11F,Pod,POD_15,F,,epmax_admin,MLASHP00037,1CZ10903XD,Intel(R) Core(TM) i5-10500 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,HP,HP ProDesk 400 G7 Small Form Factor PC,16.00 GB,2,8.00 GB > 8.00 GB,2667 MHz,DDR4,10.16.92.218,B022.7A20.A44B,Not found,Not found,Not found,Not found,ACTIVE,Inventory,931.51 GB,HDD (WDC WD10EZEX-60WN4A1),10/2/2025 18:50
422,11F,Pod,POD_15,E,,epmax_admin,MLASHP00385,J54JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.247,C025.A591.45F8,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/2/2025 18:54
423,11F,Pod,POD_42,B,,epmax_admin,MLASHP00374,8CC9220JH4,Intel(R) Core(TM) i5-8600 CPU @ 3.10GHz,Microsoft Windows 11 Enterprise,24H2,9/27/2025,HP,HP EliteDesk 800 G4 DM 65W,16.00 GB,2,8.00 GB > 8.00 GB,2400 MHz,DDR4,10.16.92.134,80E8.2C11.A58A,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/2/2025 18:58
424,11F,Pod,POD_43,G,,epmax_admin,MLASHP00528,JPH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.176,A4BB.6D96.3C0D,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/2/2025 18:59
425,11F,Pod,POD_15,B,,a.bolda,MLASHP00661,8FK2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.76,A4BB.6D80.6AB5,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/3/2025 14:32
426,11F,Pod,POD_01,A,,a.acosta,MLASHP00477,CDTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.35,A4BB.6D97.4834,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/5/2025 0:15
427,11F,Pod,POD_01,G,,a.acosta,MLASHP00476,6VS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.93.59,C025.A5C8.69EE,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/5/2025 0:20
428,11F,Pod,POD_01,B,,a.acosta,MLASHP00482,17K2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.138,A4BB.6D80.6FE9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/5/2025 0:20
429,11F,Pod,POD_01,C,,a.acosta,MLASHP00474,3LTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.105,A4BB.6D97.61FA,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/5/2025 0:21
430,11F,Pod,POD_01,D,,a.acosta,MLASHP00479,CZSSNJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.129,C025.A591.48C0,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),10/5/2025 0:23
431,11F,Pod,POD_01,E,,a.acosta,MLASHP00478,C3N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.165,C025.A5C7.9030,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/5/2025 0:24
432,11F,Pod,POD_01,F,,a.acosta,MLASHP00475,J2N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.107,C025.A5C7.9087,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/5/2025 0:25
433,11F,Pod,POD_30,A,,a.acosta,MLASHP00602,CN4JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.184,C025.A591.4C97,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/5/2025 0:32
434,11F,Pod,POD_30,B,,a.acosta,MLASHP00599,2KS91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.122,A4BB.6D97.5B6D,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/5/2025 0:32
435,11F,Pod,POD_30,C,,a.acosta,MLASHP00600,G9N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.213,C025.A5C7.9088,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/5/2025 0:33
436,11F,Pod,POD_30,D,,a.acosta,MLASHP00524,J1J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.184,A4BB.6D97.7E14,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/5/2025 0:33
437,11F,Pod,POD_30,E,,a.acosta,MLASHP00522,77MY3N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.150,A4BB.6D97.8D06,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/5/2025 0:34
438,11F,Pod,POD_30,F,,a.acosta,MLASHP00604,38K2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.175,A4BB.6D80.6AC6,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/5/2025 0:34
439,11F,Pod,POD_30,G,,a.acosta,MLASHP00601,FWS3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.76,C025.A5C8.69E9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/5/2025 0:35
440,8F,CPM,CPM_01,A,,a.acosta,LTOP1787,5CG7415L2R,Intel(R) Core(TM) i7-7600U CPU @ 2.80GHz,Microsoft Windows 11 Pro,24H2,5/3/2025,HP,HP EliteBook 840 G4,16.00 GB,1,16.00 GB,2133 MHz,DDR4,10.16.67.27,48BA.4EF5.84FA,Microsoft 365 Apps for enterprise - en-us,16.0.19231.20156,Not found,Not found,ACTIVE,Inventory,465.76 GB,SSD (KINGSTON SNVS500G),10/6/2025 19:52
441,11F,Pod,POD_64,A,,a.acosta,MLASHP00666,6CR4160WK8,Intel(R) Core(TM) i3-4130 CPU @ 3.40GHz,Microsoft Windows 11 Enterprise,24H2,10/6/2025,Hewlett-Packard,HP EliteDesk 800 G1 SFF,12.00 GB,4,4.00 GB > 2.00 GB > 4.00 GB > 2.00 GB,1333 MHz,DDR3,10.16.95.27,A0D3.C11A.5A68,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500DM002-1BD142),10/7/2025 19:49
442,11F,Pod,POD_43,G,,a.acosta,MLASHP00528,JPH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/2/2025,Dell Inc.,OptiPlex 3090,8.00 GB,1,8.00 GB,3200 MHz,DDR4,10.16.94.176,A4BB.6D96.3C0D,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/7/2025 20:22
443,11F,Pod,POD_43,A,,a.acosta,MLASHP00658,G5J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/3/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.233,A4BB.6D97.7E8C,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/7/2025 20:24
444,11F,Pod,POD_42,A,,a.acosta,MLASHP00752,97N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/7/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.244,C025.A5C7.90D0,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/8/2025 13:43
445,11F,Pod,POD_42,A,,Administrator,MLASHP00667,BVH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/8/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,2666 MHz,DDR4,10.16.92.131,A4BB.6D97.8663,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/8/2025 17:47
446,11F,Pod,POD_42,A,,a.acosta,MLASHP00667,BVH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/8/2025,Dell Inc.,OptiPlex 3090,24.00 GB,2,16.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.131,A4BB.6D97.8663,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/8/2025 17:58
447,11F,Pod,POD_42,A,,a.acosta,MLASHP00667,BVH14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,10/8/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.92.131,A4BB.6D97.8663,Not found,Not found,Not found,Not found,ACTIVE,RAM Upgrade 2,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/8/2025 19:29
448,11F,Pod,POD_02,F,,a.acosta,MLASHP00492,7NR91N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/20/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,2666 MHz,DDR4,10.16.92.216,A4BB.6D97.3A0E,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (CL4-3D256-Q11 NVMe SSSTC 256GB),10/11/2025 21:24
449,11F,Pod,POD_02,A,,a.acosta,MLASHP00493,67TQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/20/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.95.12,A4BB.6D97.4463,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/11/2025 21:35
450,11F,Pod,POD_02,B,,a.acosta,MLASHP00495,F9TQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/20/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.178,A4BB.6D97.4616,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/11/2025 21:36
451,11F,Pod,POD_02,C,,a.acosta,MLASHP00496,J0TSNJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/21/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.155,C025.A591.475F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),10/11/2025 21:36
452,11F,Pod,POD_02,D,,a.acosta,MLASHP00494,7KTQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/20/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.93.54,A4BB.6D97.4152,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/11/2025 21:37
453,11F,Pod,POD_02,E,,a.acosta,MLASHP00480,285JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.33,C025.A58A.6CBA,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (ST500LM034-2GH17A),10/11/2025 21:38
454,11F,Pod,POD_02,G,,a.acosta,MLASHP00753,2UA5451NYW,Intel(R) Core(TM) i5-4590T CPU @ 2.00GHz,Microsoft Windows 11 Enterprise,24H2,9/20/2025,Hewlett-Packard,HP EliteDesk 800 G1 DM,16.00 GB,2,8.00 GB > 8.00 GB,1600 MHz,DDR3,10.16.94.71,5065.F32F.43B1,Not found,Not found,Not found,Not found,ACTIVE,RAM As Is,465.76 GB,HDD (ST500LM000-1EJ162),10/12/2025 14:31
455,11F,Pod,POD_04,F,,epmax_admin,MLASHP00617,65K2SF3,Intel(R) Core(TM) i5-10505 CPU @ 3.20GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 7090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.94.118,A4BB.6D80.7A6F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/14/2025 5:04
456,11F,Pod,POD_04,A,,epmax_admin,MLASHP00616,BR4JMJ3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3080,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.93.186,C025.A591.46AB,Not found,Not found,Not found,Not found,ACTIVE,Inventory,465.76 GB,HDD (TOSHIBA MQ01ACF050),10/14/2025 5:05
457,11F,Pod,POD_04,G,,epmax_admin,MLASHP00614,D1N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.165,C025.A5C9.A1CF,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/14/2025 5:06
458,11F,Pod,POD_04,B,,epmax_admin,MLASHP560,H1J14N3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.139,A4BB.6D97.A0F9,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (NVMe CL4-3D256-Q11 NV),10/14/2025 5:06
459,11F,Pod,POD_03,G,,epmax_admin,MLASHP00481,3VSQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/19/2025,Dell Inc.,OptiPlex 3090,16.00 GB,2,8.00 GB > 8.00 GB,3200 MHz,DDR4,10.16.94.68,A4BB.6D97.2E3F,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/14/2025 5:06
460,11F,Pod,POD_03,B,,epmax_admin,MLASHP00598,6CN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/24/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.199,C025.A5C9.3172,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/14/2025 5:05
461,11F,Pod,POD_03,A,,epmax_admin,MLASHP00323,49TQXM3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 10 Enterprise,22H2,6/9/2024,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.211,A4BB.6D96.EB21,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (BC711 NVMe SK hynix 256GB),10/14/2025 5:07
462,11F,Pod,POD_04,C,,epmax_admin,MLASHP00615,FCN3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/26/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.92.155,C025.A5CA.EEA5,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/14/2025 5:08
463,11F,Pod,POD_03,C,,epmax_admin,MLASHP00611,82N3LP3,Intel(R) Core(TM) i5-10500T CPU @ 2.30GHz,Microsoft Windows 11 Enterprise,24H2,9/25/2025,Dell Inc.,OptiPlex 3090,16.00 GB,1,16.00 GB,3200 MHz,DDR4,10.16.95.83,C025.A5C7.90BB,Not found,Not found,Not found,Not found,ACTIVE,Inventory,238.47 GB,SSD (Micron 2450 NVMe 256GB),10/14/2025 5:08
